bank,index_hex,index_dec,codepoint,html_entity,bits_TLTRMLMRBLBR,category,notes
separated,15,21,U+E315,&#xE315;,101010,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,16,22,U+E316,&#xE316;,011010,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,17,23,U+E317,&#xE317;,111010,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,18,24,U+E318,&#xE318;,000110,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,19,25,U+E319,&#xE319;,100110,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,1A,26,U+E31A,&#xE31A;,010110,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,1B,27,U+E31B,&#xE31B;,110110,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,1C,28,U+E31C,&#xE31C;,001110,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,1D,29,U+E31D,&#xE31D;,101110,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,1E,30,U+E31E,&#xE31E;,011110,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,1F,31,U+E31F,&#xE31F;,111110,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,20,32,U+E320,&#xE320;,000001,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,21,33,U+E321,&#xE321;,100001,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,22,34,U+E322,&#xE322;,010001,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,23,35,U+E323,&#xE323;,110001,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,24,36,U+E324,&#xE324;,001001,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,25,37,U+E325,&#xE325;,101001,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,26,38,U+E326,&#xE326;,011001,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,27,39,U+E327,&#xE327;,111001,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,28,40,U+E328,&#xE328;,000101,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,29,41,U+E329,&#xE329;,100101,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,2A,42,U+E32A,&#xE32A;,010101,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,2B,43,U+E32B,&#xE32B;,110101,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,2C,44,U+E32C,&#xE32C;,001101,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,2D,45,U+E32D,&#xE32D;,101101,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,2E,46,U+E32E,&#xE32E;,011101,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,2F,47,U+E32F,&#xE32F;,111101,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,30,48,U+E330,&#xE330;,000011,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,31,49,U+E331,&#xE331;,100011,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,32,50,U+E332,&#xE332;,010011,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,33,51,U+E333,&#xE333;,110011,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,34,52,U+E334,&#xE334;,001011,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,35,53,U+E335,&#xE335;,101011,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,36,54,U+E336,&#xE336;,011011,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,37,55,U+E337,&#xE337;,111011,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,38,56,U+E338,&#xE338;,000111,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,39,57,U+E339,&#xE339;,100111,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,3A,58,U+E33A,&#xE33A;,010111,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,3B,59,U+E33B,&#xE33B;,110111,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,3C,60,U+E33C,&#xE33C;,001111,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,3D,61,U+E33D,&#xE33D;,101111,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,3E,62,U+E33E,&#xE33E;,011111,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,3F,63,U+E33F,&#xE33F;,111111,mosaic-2x3,"Bit order (LSB→MSB): TL,TR,ML,MR,BL,BR"
separated,40,64,U+E340,&#xE340;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,41,65,U+E341,&#xE341;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,42,66,U+E342,&#xE342;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,43,67,U+E343,&#xE343;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,44,68,U+E344,&#xE344;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,45,69,U+E345,&#xE345;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,46,70,U+E346,&#xE346;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,47,71,U+E347,&#xE347;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,48,72,U+E348,&#xE348;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,49,73,U+E349,&#xE349;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,4A,74,U+E34A,&#xE34A;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,4B,75,U+E34B,&#xE34B;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,4C,76,U+E34C,&#xE34C;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,4D,77,U+E34D,&#xE34D;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,4E,78,U+E34E,&#xE34E;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,4F,79,U+E34F,&#xE34F;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,50,80,U+E350,&#xE350;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,51,81,U+E351,&#xE351;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,52,82,U+E352,&#xE352;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,53,83,U+E353,&#xE353;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,54,84,U+E354,&#xE354;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,55,85,U+E355,&#xE355;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,56,86,U+E356,&#xE356;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,57,87,U+E357,&#xE357;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,58,88,U+E358,&#xE358;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,59,89,U+E359,&#xE359;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,5A,90,U+E35A,&#xE35A;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,5B,91,U+E35B,&#xE35B;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,5C,92,U+E35C,&#xE35C;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,5D,93,U+E35D,&#xE35D;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,5E,94,U+E35E,&#xE35E;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,5F,95,U+E35F,&#xE35F;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,60,96,U+E360,&#xE360;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,61,97,U+E361,&#xE361;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,62,98,U+E362,&#xE362;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,63,99,U+E363,&#xE363;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,64,100,U+E364,&#xE364;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,65,101,U+E365,&#xE365;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,66,102,U+E366,&#xE366;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,67,103,U+E367,&#xE367;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,68,104,U+E368,&#xE368;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,69,105,U+E369,&#xE369;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,6A,106,U+E36A,&#xE36A;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,6B,107,U+E36B,&#xE36B;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,6C,108,U+E36C,&#xE36C;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,6D,109,U+E36D,&#xE36D;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,6E,110,U+E36E,&#xE36E;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,6F,111,U+E36F,&#xE36F;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,70,112,U+E370,&#xE370;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,71,113,U+E371,&#xE371;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,72,114,U+E372,&#xE372;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,73,115,U+E373,&#xE373;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,74,116,U+E374,&#xE374;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,75,117,U+E375,&#xE375;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,76,118,U+E376,&#xE376;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,77,119,U+E377,&#xE377;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,78,120,U+E378,&#xE378;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,79,121,U+E379,&#xE379;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,7A,122,U+E37A,&#xE37A;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,7B,123,U+E37B,&#xE37B;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,7C,124,U+E37C,&#xE37C;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,7D,125,U+E37D,&#xE37D;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,7E,126,U+E37E,&#xE37E;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,7F,127,U+E37F,&#xE37F;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,80,128,U+E380,&#xE380;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,81,129,U+E381,&#xE381;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,82,130,U+E382,&#xE382;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,83,131,U+E383,&#xE383;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,84,132,U+E384,&#xE384;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,85,133,U+E385,&#xE385;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,86,134,U+E386,&#xE386;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,87,135,U+E387,&#xE387;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,88,136,U+E388,&#xE388;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,89,137,U+E389,&#xE389;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,8A,138,U+E38A,&#xE38A;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,8B,139,U+E38B,&#xE38B;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,8C,140,U+E38C,&#xE38C;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,8D,141,U+E38D,&#xE38D;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,8E,142,U+E38E,&#xE38E;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,8F,143,U+E38F,&#xE38F;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,90,144,U+E390,&#xE390;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,91,145,U+E391,&#xE391;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,92,146,U+E392,&#xE392;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,93,147,U+E393,&#xE393;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,94,148,U+E394,&#xE394;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,95,149,U+E395,&#xE395;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,96,150,U+E396,&#xE396;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,97,151,U+E397,&#xE397;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,98,152,U+E398,&#xE398;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,99,153,U+E399,&#xE399;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,9A,154,U+E39A,&#xE39A;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,9B,155,U+E39B,&#xE39B;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,9C,156,U+E39C,&#xE39C;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,9D,157,U+E39D,&#xE39D;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,9E,158,U+E39E,&#xE39E;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,9F,159,U+E39F,&#xE39F;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,A0,160,U+E3A0,&#xE3A0;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,A1,161,U+E3A1,&#xE3A1;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,A2,162,U+E3A2,&#xE3A2;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,A3,163,U+E3A3,&#xE3A3;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,A4,164,U+E3A4,&#xE3A4;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,A5,165,U+E3A5,&#xE3A5;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,A6,166,U+E3A6,&#xE3A6;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,A7,167,U+E3A7,&#xE3A7;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,A8,168,U+E3A8,&#xE3A8;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,A9,169,U+E3A9,&#xE3A9;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,AA,170,U+E3AA,&#xE3AA;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,AB,171,U+E3AB,&#xE3AB;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,AC,172,U+E3AC,&#xE3AC;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,AD,173,U+E3AD,&#xE3AD;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,AE,174,U+E3AE,&#xE3AE;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,AF,175,U+E3AF,&#xE3AF;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,B0,176,U+E3B0,&#xE3B0;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,B1,177,U+E3B1,&#xE3B1;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,B2,178,U+E3B2,&#xE3B2;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,B3,179,U+E3B3,&#xE3B3;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,B4,180,U+E3B4,&#xE3B4;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,B5,181,U+E3B5,&#xE3B5;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,B6,182,U+E3B6,&#xE3B6;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,B7,183,U+E3B7,&#xE3B7;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,B8,184,U+E3B8,&#xE3B8;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,B9,185,U+E3B9,&#xE3B9;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,BA,186,U+E3BA,&#xE3BA;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,BB,187,U+E3BB,&#xE3BB;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,BC,188,U+E3BC,&#xE3BC;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,BD,189,U+E3BD,&#xE3BD;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,BE,190,U+E3BE,&#xE3BE;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,BF,191,U+E3BF,&#xE3BF;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,C0,192,U+E3C0,&#xE3C0;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,C1,193,U+E3C1,&#xE3C1;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,C2,194,U+E3C2,&#xE3C2;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,C3,195,U+E3C3,&#xE3C3;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,C4,196,U+E3C4,&#xE3C4;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,C5,197,U+E3C5,&#xE3C5;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,C6,198,U+E3C6,&#xE3C6;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,C7,199,U+E3C7,&#xE3C7;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,C8,200,U+E3C8,&#xE3C8;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,C9,201,U+E3C9,&#xE3C9;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,CA,202,U+E3CA,&#xE3CA;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,CB,203,U+E3CB,&#xE3CB;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,CC,204,U+E3CC,&#xE3CC;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,CD,205,U+E3CD,&#xE3CD;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,CE,206,U+E3CE,&#xE3CE;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,CF,207,U+E3CF,&#xE3CF;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,D0,208,U+E3D0,&#xE3D0;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,D1,209,U+E3D1,&#xE3D1;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,D2,210,U+E3D2,&#xE3D2;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,D3,211,U+E3D3,&#xE3D3;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,D4,212,U+E3D4,&#xE3D4;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,D5,213,U+E3D5,&#xE3D5;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,D6,214,U+E3D6,&#xE3D6;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,D7,215,U+E3D7,&#xE3D7;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,D8,216,U+E3D8,&#xE3D8;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,D9,217,U+E3D9,&#xE3D9;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,DA,218,U+E3DA,&#xE3DA;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,DB,219,U+E3DB,&#xE3DB;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,DC,220,U+E3DC,&#xE3DC;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,DD,221,U+E3DD,&#xE3DD;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,DE,222,U+E3DE,&#xE3DE;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,DF,223,U+E3DF,&#xE3DF;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,E0,224,U+E3E0,&#xE3E0;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,E1,225,U+E3E1,&#xE3E1;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,E2,226,U+E3E2,&#xE3E2;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,E3,227,U+E3E3,&#xE3E3;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,E4,228,U+E3E4,&#xE3E4;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,E5,229,U+E3E5,&#xE3E5;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,E6,230,U+E3E6,&#xE3E6;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,E7,231,U+E3E7,&#xE3E7;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,E8,232,U+E3E8,&#xE3E8;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,E9,233,U+E3E9,&#xE3E9;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,EA,234,U+E3EA,&#xE3EA;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,EB,235,U+E3EB,&#xE3EB;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,EC,236,U+E3EC,&#xE3EC;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,ED,237,U+E3ED,&#xE3ED;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,EE,238,U+E3EE,&#xE3EE;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,EF,239,U+E3EF,&#xE3EF;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,F0,240,U+E3F0,&#xE3F0;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,F1,241,U+E3F1,&#xE3F1;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,F2,242,U+E3F2,&#xE3F2;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,F3,243,U+E3F3,&#xE3F3;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,F4,244,U+E3F4,&#xE3F4;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,F5,245,U+E3F5,&#xE3F5;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,F6,246,U+E3F6,&#xE3F6;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,F7,247,U+E3F7,&#xE3F7;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,F8,248,U+E3F8,&#xE3F8;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,F9,249,U+E3F9,&#xE3F9;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,FA,250,U+E3FA,&#xE3FA;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,FB,251,U+E3FB,&#xE3FB;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,FC,252,U+E3FC,&#xE3FC;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,FD,253,U+E3FD,&#xE3FD;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,FE,254,U+E3FE,&#xE3FE;,,extended,Reserved for additional shapes/diacritics/UI as needed
separated,FF,255,U+E3FF,&#xE3FF;,,extended,Reserved for additional shapes/diacritics/UI as needed
